Index	A1	A2	A3	A4	A5	A6	A7	A8	B1	B2	B3	B4	B5	B6	B7	B8	C1	C2	C3	C4	C5	C6	C7	C8
MEDP1332	2480000	3070000	5890000	5890000	7280000	1610000	2700000	4710000	5500000	4620000	5530000	6750000	3890000	1760000	4000000	4010000	1570000	1640000	1340000	2630000	1850000	2340000	1570000	1130000
MEDP1333	19000000	32800000	51200000	60900000	47200000	20400000	36400000	40200000	44700000	41600000	66000000	42600000	46400000	18700000	24100000	42600000	15000000	25800000	13000000	24300000	17800000	23800000	16500000	12400000
MEDP1334	19000000	32800000	51200000	60900000	47200000	20400000	36400000	40200000	44700000	41600000	66000000	42600000	46400000	18700000	24100000	42600000	15000000	25800000	13000000	24300000	17800000	23800000	16500000	12400000
MEDP1335	164000	112000	202000	382000	298000	146000	243000	310000	355000	245000	563000	203000	523000	101000	318000	500000	151000	284000	243000	466000	193000	270000	91700	67600
MEDP1336	204000	117000	203000	348000	266000	150000	177000	321000	297000	306000	489000	278000	394000	113000	291000	439000	138000	243000	258000	429000	222000	233000	101000	67600
MEDP1337	26600000	57400000	48400000	52900000	50800000	44100000	68900000	61900000	51700000	70900000	50200000	100000000	17200000	9690000	7460000	15200000	9370000	14100000	7540000	10900000	8140000	9250000	6780000	6420000
MEDP1339	20500000	29000000	50800000	67200000	48000000	9960000	45500000	64000000	46900000	45900000	68900000	69500000	58700000	18200000	26200000	31600000	19300000	25700000	17500000	28900000	10000000	29300000	13500000	12100000
MEDP1341	17500000	12900000	19800000	25400000	19000000	9310000	14900000	30500000	23300000	23600000	35800000	19200000	29000000	15400000	35000000	23500000	25000000	16500000	25000000	48900000	28100000	22200000	11900000	10800000
MEDP1346	166000000	176000000	291000000	297000000	246000000	180000000	229000000	367000000	241000000	313000000	379000000	315000000	277000000	82300000	132000000	218000000	137000000	120000000	164000000	164000000	143000000	147000000	107000000	60800000
MEDP1348	1020000	1580000	1770000	1900000	1500000	906000	1790000	1840000	2010000	1940000	2320000	1810000	1590000	719000	673000	1480000	541000	1430000	798000	1250000	840000	937000	597000	660000
MEDP1370	143000	94000	102000	55000	62700	66300	161000	90100	63300	75400	45000	61800	40900	59400	79500	49600	84800	39400	57200	64800	67300	96800	60300	47500
MEDP1373	3810000	2060000	4130000	3320000	2230000	2620000	5100000	2380000	2100000	2630000	2160000	2800000	2860000	4600000	3500000	4350000	7720000	3480000	3300000	4570000	1420000	2380000	2180000	2630000
MEDP1381	241000	215000	722000	244000	148000	310000	410000	601000	476000	490000	476000	537000	344000	317000	395000	358000	504000	435000	164000	405000	140000	229000	383000	297000
MEDP1382	93400	27200	67200	34300	46100	60700	116000	75200	99700	155000	62400	115000	85100	53900	65400	81100	121000	55000	38700	68700	38200	20800	76000	41300
MEDP1384	214000	103000	394000	204000	159000	224000	173000	132000	173000	199000	46700	130000	178000	103000	61400	185000	221000	129000	95100	62700	18000	58500	115000	91500
MEDP1387	42700	19100	24700	26000	17600	31200	13100	13300	24200	20700	17700	14500	18300	16800	24200	6460	16900	14000	10700	19700	22300	18100	24100	13600
MEDP1389	8650000	6350000	19000000	7580000	4900000	9590000	11700000	5490000	6390000	9200000	2790000	5740000	5300000	8030000	5620000	8390000	10900000	5850000	4720000	5900000	2420000	3160000	2440000	3640000
MEDP1397	4760000	1650000	11000000	2690000	1840000	3120000	10500000	3540000	3370000	4830000	2860000	2620000	11600000	12800000	11900000	16900000	23300000	12600000	12400000	18800000	4630000	6340000	4360000	6840000
MEDP1408	152000	50900	50200	88100	80900	109000	145000	90700	58400	86000	72600	81600	49600	73100	49200	69400	115000	61300	54300	140000	49600	42000	73800	58400
MEDP1411	331000	1180000	37400	1170000	702000	261000	223000	232000	180000	513000	93000	128000	224000	564000	108000	204000	201000	214000	47100	62500	64500	21700	58100	41700
MEDP1416	46800	536000	38800	161000	113000	56000	32600	38000	12600	90600	21600	31200	29100	81500	43500	30000	47400	32100	16500	53600	23400	17000	10900	17700
MEDP1419	160000	523000	93400	282000	246000	103000	97700	73200	44300	193000	38100	96800	144000	816000	142000	91100	197000	103000	89900	135000	96900	74500	85200	105000
MEDP1420	62300	16200	54800	19400	30500	44500	147000	35900	120000	67900	41900	49500	279000	285000	274000	344000	677000	334000	319000	455000	90500	120000	136000	186000
MEDP1424	79200	686000	34000	253000	171000	30100	51100	44500	14200	141000	23600	53100	64500	137000	91500	51000	79200	55400	35800	70000	52700	26800	19200	35400
MEDP1426	120000	302000	70900	205000	220000	156000	54100	54300	32400	144000	29800	45800	44600	81000	22100	39400	46400	25800	19600	8840	5500	8940	3950	21600
MEDP1427	86300	332000	51000	138000	171000	60800	43600	43100	19400	101000	26300	20700	53800	298000	62900	42000	81300	23800	23600	51600	67000	15000	32100	44300
MEDP1428	394000	175000	209000	298000	339000	317000	301000	289000	175000	355000	138000	144000	144000	217000	308000	142000	197000	164000	119000	361000	575000	108000	153000	270000
MEDP1430	131000	980000	44700	489000	391000	160000	60200	42800	26300	286000	26500	67800	41300	305000	109000	64400	133000	67700	14300	33400	40700	17900	21700	28500
MEDP1434	337000	500000	531000	221000	556000	1050000	301000	448000	366000	562000	317000	521000	309000	350000	310000	442000	356000	314000	254000	287000	292000	326000	271000	447000
MEDP1440	2940000	13300000	1120000	10300000	6930000	3630000	5270000	1630000	3290000	7740000	1200000	1630000	2550000	3910000	3770000	1490000	2650000	2370000	290000	462000	297000	311000	371000	341000
MEDP1441	82500	340000	35900	136000	129000	173000	160000	66100	186000	303000	86500	75500	63100	65600	109000	38300	71500	76400	22500	70700	24800	47100	22200	20600
MEDP1442	38200000	59000000	15200000	52300000	42900000	30900000	25500000	15800000	19700000	35500000	12400000	14600000	7600000	12900000	9250000	7930000	6910000	7510000	2580000	5340000	2210000	3850000	2960000	3710000
MEDP1444	508000	664000	351000	424000	433000	722000	542000	702000	370000	649000	335000	459000	326000	312000	319000	254000	297000	385000	517000	484000	419000	280000	343000	580000
MEDP1449	1690000	1360000	1010000	1430000	1210000	2820000	1550000	2250000	2180000	1920000	4580000	1800000	473000	790000	387000	670000	192000	563000	379000	442000	611000	217000	524000	389000
MEDP1450	1690000	1360000	1010000	1430000	1210000	2820000	1550000	2250000	2180000	1920000	4580000	1800000	473000	790000	387000	670000	192000	563000	379000	442000	611000	217000	524000	389000
MEDP1451	159000	85200	111000	146000	120000	177000	128000	163000	177000	154000	502000	206000	45300	63800	45300	52500	29800	46000	30100	40400	36000	31900	46600	38500
MEDP1452	159000	85200	111000	146000	120000	177000	128000	163000	177000	154000	502000	206000	45300	63800	45300	52500	29800	46000	30100	40400	36000	31900	46600	38500
MEDP1453	227000	228000	171000	210000	296000	663000	469000	655000	302000	644000	973000	422000	126000	131000	93800	148000	43600	146000	59000	101000	75800	76900	73800	81900
MEDP1454	227000	228000	171000	210000	296000	663000	469000	655000	302000	644000	973000	422000	126000	131000	93800	148000	43600	146000	59000	101000	75800	76900	73800	81900
MEDP1455	198000	216000	155000	241000	379000	534000	359000	380000	269000	481000	1080000	484000	167000	141000	124000	188000	74400	144000	63200	138000	127000	118000	107000	108000
MEDP1458	31700000	19700000	17700000	16800000	19700000	36400000	18500000	29400000	26500000	29300000	22200000	23800000	18800000	22100000	19500000	20300000	15000000	21200000	21300000	18800000	24900000	15800000	27100000	25000000
MEDP1460	894000	498000	180000	245000	243000	397000	328000	628000	589000	223000	152000	179000	645000	416000	280000	519000	238000	384000	224000	948000	342000	705000	1030000	128000
MEDP1464	800000	410000	1440000	486000	504000	2960000	2810000	1470000	271000	1570000	1130000	5000000	296000	819000	422000	1110000	420000	4450000	931000	2550000	548000	246000	335000	1070000
MEDP1465	1210000	1060000	1220000	994000	1340000	1480000	1170000	1120000	1160000	1830000	1170000	1460000	939000	897000	1050000	1310000	910000	886000	881000	478000	1140000	762000	844000	1370000
MEDP1488	7430000	4940000	4680000	4740000	5400000	7590000	5440000	6150000	5420000	6620000	6930000	6720000	3890000	3720000	3580000	5500000	3990000	3030000	3250000	4690000	6350000	4860000	5760000	3920000
MEDP1491	39300	22100	18100	29600	32100	35500	34400	37000	37600	30000	41100	32500	24300	31000	31900	29000	24200	33900	26900	21500	49200	22300	31600	36000
MEDP1493	449000	365000	538000	654000	597000	855000	610000	916000	292000	751000	522000	406000	338000	279000	134000	161000	295000	34500	279000	136000	434000	75500	179000	365000
MEDP1499	86200	93800	59800	60400	54700	52000	70600	73900	59200	55300	66200	54600	48200	60100	73600	68900	50500	62000	68700	75400	75300	78000	55700	73100
MEDP1500	52000	85700	81900	73000	142000	104000	75200	80300	56700	77400	75000	100000	131000	40600	52400	91700	57000	192000	50300	52800	47700	64900	18500	37600
MEDP1502	35100	31500	27900	30500	23800	49500	26700	46300	35500	36700	38400	37800	20100	30700	35100	35100	30200	62400	42700	53200	50400	33800	34600	10700
MEDP1506	472000	660000	663000	703000	640000	299000	390000	779000	1250000	484000	763000	556000	181000	295000	291000	250000	323000	357000	487000	125000	298000	309000	219000	637000
